Method,Silhouette Score,Calinski-Harabasz Index,Davies-Bouldin Index
VAE + K-Means,0.24761927127838135,40.968990175571655,1.2058302936909167
PCA + K-Means,0.19021222131160084,19.15762881321181,1.3779975315203887
